Issuer Name,Industry,Debt to Equity,EBITDA Margin,Interest Coverage,Issue Size (₹Cr),DefaultFlag,Final Rating
Shriniwas Engineering Auto Components Pvt. Ltd.,Auto Components & Equipments,1.30,0.00,2.08,357.3,No,BBB+
Sumangala Steel Pvt. Ltd.,Iron & Steel Products,0.43,0.00,7.32,57.83,No,BBB+
Special Blasts Limited,Explosives,0.70,0.00,3.36,239.37,No,BBB+
Servotech Power Systems Ltd,Other Electrical Equipment,0.42,0.00,3.50,17.76,No,BBB+
Vishal Fabrics Ltd,Other Textile Products,0.81,0.00,3.63,349.37,No,BBB+
Windsor Industries Pvt. Ltd.,Packaging,0.08,0.00,11.51,10,No,BBB+
Maan Aluminium Limited,"Aluminium, Copper & Zinc Products",0.78,0.00,6.73,74.55,No,BBB+
Growel Processors Pvt. Ltd.,Other Agricultural Products,0.56,0.00,2.57,80.94,No,BBB+
ST Electricals Pvt Ltd,Other Electrical Equipment,0.27,0.00,2.70,115,No,BBB+
SMS Ltd. (erstwhile SMS Infrastructure Ltd),Civil Construction,3.71,0.00,4.56,1394.61,No,BBB+
BramhaCorp Ltd.,"Residential, Commercial Projects",1.82,0.00,2.32,996,No,BBB+
Signet Industries Ltd,Plastic Products - Industrial,1.50,0.00,1.58,378.66,No,BBB+
Valliammai Society,Education,0.21,0.00,12.79,65,No,BBB+
Avantel Ltd.,Telecom - Equipment & Accessories,0.51,0.00,19.81,52,No,BBB+
Bhagyalaxmi Rolling Mill Pvt. Ltd.,Iron & Steel,1.42,0.00,4.06,325,No,BBB+
Badri Rai & Co.,Civil Construction,0.82,0.00,11.21,122.65,No,BBB+
Nila Infrastructures Ltd.,"Residential, Commercial Projects",0.44,0.00,0.17,188.84,No,BBB+
D P Jain Dariapur-Jasondhi (Annuity) Road Projects Pvt. Ltd.,"Road Assets–Toll, Annuity, Hybrid-Annuity",2.10,0.00,1.04,75.48,No,BBB+
Systemair India Private Limited,Other Electrical Equipment,0.33,0.00,10.67,35,No,BBB+
JSS Mahavidyapeetha,Education,0.93,0.00,1.14,427.47,No,BBB+
Adesh Welfare Society,Education,0.69,0.00,7.14,125.99,No,BBB+
Growel Processors Pvt. Ltd.,Seafood,0.48,0.00,2.13,150,No,BBB+
Shree Naman Hotels Pvt. Ltd. (SNHPL),Hotels & Resorts,3.65,0.00,2.03,420,No,BBB+
Sagar Asia Pvt. Ltd.,Aluminium,2.53,0.00,2.65,150,No,BBB+
Thapar Institute of Engineering & Technology,Education,0.29,0.00,4.75,230,No,BBB+
Charnock Hospitals Pvt. Ltd.,Hospital,1.24,0.00,3.11,58,No,BBB+
Bharath Infra Exports & Imports Ltd.,Civil Construction,0.76,0.00,1.52,150,No,BBB+
BS Sponge Pvt Ltd,Iron & Steel Products,0.70,0.00,11.03,58.16,No,BBB+
Kanchan India Ltd.,Other Textile Products,1.08,0.00,3.94,631.59,No,BBB+
Rajasthan Liquors Ltd,Diversified,1.19,0.00,2.37,140,No,BBB+
Mahesh Edible Oil Industries Ltd.,Edible Oil,1.29,0.00,3.62,375,No,BBB+
Blue Sapphire Healthcares Pvt. Ltd. (Earlier rated as Blue Sapphire Healthcare Pvt. Ltd.),Hospital,4.77,0.00,1.92,215.32,No,BBB+
Pincon Spirit Limited,Breweries & Distilleries,1.58,0.00,11.40,100,No,BBB+
Dadi Ji Steels Pvt Ltd,Iron & Steel Products,0.15,0.00,21.95,16.2,No,BBB+
Soma Punjab Warehousing Pvt. Ltd.,Civil Construction,3.50,0.00,1.18,317.81,No,BBB+
Omax Minerals Pvt Ltd,Coal,1.24,0.00,2.95,30,No,BBB+
Infinity Infotech Parks Ltd.,Real Estate Investment Trusts (REITs),4.81,0.00,1.09,299.17,No,BBB+
Cygnet Industries Ltd,Other Textile Products,47.58,0.00,0.02,250,No,BBB+
Marwadi Education Foundation,Education,1.77,0.00,4.22,214.17,No,BBB+
Marwadi Education Foundation,Education,1.77,0.00,4.22,166.24,No,BBB+
Shree Durga Syntex Pvt. Ltd.,Other Textile Products,2.16,0.00,8.43,220,No,BBB+
Sportking India Ltd,Other Textile Products,1.41,0.00,5.52,600,No,BBB+
Santokba Durlabhji Trust,Healthcare Service Provider,1.15,0.00,3.84,88.5,No,BBB+
Nandan Denim Ltd.,Other Textile Products,0.99,0.00,1.56,668,No,BBB+
Nandan Denim Ltd.,Other Textile Products,0.99,0.00,1.56,668,No,BBB+
Dashmesh Educational Charitable Trust,Education,0.29,0.00,10.75,33,No,BBB+
Aroma Agrotech Pvt. Ltd.,Other Agricultural Products,3.44,0.00,2.26,143.42,No,BBB+
Pincon Spirit Limited,Breweries & Distilleries,1.10,0.00,4.50,100,No,BBB+
Ambience Developers & Infrastructure Pvt. Ltd.,"Residential, Commercial Projects",4.24,0.00,1.63,1500,No,BBB+
Swiss Park Vanijya Pvt. Ltd.,Power Generation,1.35,0.00,2.13,56.91,No,BBB+
Dishman Pharmaceuticals & Chemicals Limited,Pharmaceuticals,0.49,0.00,3.86,395.73,No,BBB+
Omax Minerals Pvt Ltd,Coal,1.19,0.00,2.17,20,No,BBB+
Rajasthan Rajya Vidyut Utpadan Nigam Ltd.,Power Generation,-13.75,0.00,0.62,3000,No,BBB+
Sacos Indigo Pvt. Ltd.,Packaging,1.81,0.00,2.54,109,No,BBB+
Adani Infrastructure and Developers Pvt. Ltd,Real Estate related services,23.09,0.00,-0.31,250,No,BBB+
Ritsika Business Ventures Pvt. Ltd.,Trading & Distributors,5.75,0.00,2.64,350,No,BBB+
Cygnet Industries Ltd,Other Textile Products,5.59,0.00,-0.15,550,No,BBB+
Cygnet Industries Ltd,Other Textile Products,5.59,0.00,-0.15,750,No,BBB+
Entertainment City Limited,Amusement Parks/ Other Recreation,2.01,0.00,0.65,800,No,BBB+
Sugam Vanijya Holdings Pvt Ltd,"Residential, Commercial Projects",16.85,0.00,0.24,260,No,BBB+
Rustam Foods Pvt. Ltd.,Meat Products including Poultry,2.16,0.00,5.65,181.26,No,BBB+
Girdhari Lal Constructions Pvt. Ltd.,Civil Construction,0.11,0.00,10.92,422,No,BBB+
Rustam Foods Pvt. Ltd.,Meat Products including Poultry,1.82,0.00,4.31,216.3,No,BBB+
Blue Sapphire Healthcares Pvt. Ltd. (Earlier rated as Blue Sapphire Healthcare Pvt. Ltd.),Hospital,3.79,0.00,0.72,253.9,No,BBB+
"Adesh Foundation, Muktsar",Education,0.09,0.00,15.12,42.52,No,BBB+
Tamil Nadu Transmission Corporation Ltd,Power - Transmission,17.21,0.00,0.97,640,No,BBB+
Go Go International Pvt. Ltd.,Garments & Apparels,1.68,0.00,2.50,50,No,BBB+
Prompt Enterprises Pvt. Ltd.,Industrial Products,2.93,0.00,2.40,245,No,BBB+
Garg Acrylics Ltd.,Other Textile Products,2.34,0.00,2.55,670,No,BBB+
Cantabil Retail India Limited,Trading - Textile Products,0.43,0.00,7.08,60,No,BBB+
OPG Energy Pvt. Ltd.,Power Generation,0.46,0.00,9.26,75.98,No,BBB+
Goel Ganga India Pvt. Ltd(Formerly known as Goel Ganga Developers (India) Pvt. Ltd),Real Estate Investment Trusts (REITs),2.38,0.00,1.31,500,No,BBB+
P&C Projects Pvt. Ltd.,Civil Construction,0.62,0.00,3.56,450,No,BBB+
Graphic Era Education Society,Education,0.79,0.00,3.63,325,No,BBB+
Tamil Nadu Transmission Corporation Ltd,Power - Transmission,15.00,0.00,0.86,640,No,BBB+
Woodpecker Distilleries and Breweries Pvt Ltd,Breweries & Distilleries,1.73,0.00,2.24,50,No,BB-
Sri Durga Malleswari Educational Society,Education,0.82,0.00,4.12,7.99,No,BB-
Maker Filaments,Other Textile Products,3.04,0.00,2.88,6.68,No,B-
Gemini Power Hydraulics Pvt Ltd,Heavy Electrical Equipment,0.57,0.00,6.22,7.06,No,C
Mantri Metallics Pvt Ltd,Auto Components & Equipments,3.40,0.00,0.46,69.6,No,C
Reva Kripa Sugars Pvt. Ltd.,Sugar,2.99,0.00,1.70,19.66,No,C
Besto Tradelink Pvt Ltd,Other Food Products,2.49,0.00,1.07,10,No,C
RVS Agrotech Industries Private Limited,Other Agricultural Products,0.41,0.00,3.37,7.61,No,C
Sree Ramakrishna Alloys Ltd.,Iron & Steel,1.78,0.00,1.19,50,No,C
Gemini Power Hydraulics Pvt Ltd,Heavy Electrical Equipment,0.57,0.00,5.51,12.56,No,C
The Go Green Buildtech Pvt Ltd,Cement & Cement Products,-5.16,0.00,-0.35,8.75,No,C
Neycer Jalaa Pvt Ltd,Breweries & Distilleries,5.87,0.00,9.78,10,No,C
Kamadanathji Textiles Private Ltd,Other Textile Products,3.39,0.00,0.83,9,No,C
Indison Agro Foods Ltd.,Other Agricultural Products,0.73,0.00,4.58,175,No,C
Dupon Rubber Pvt Ltd,Rubber,8.00,0.00,1.17,5,No,C
Prince Vitrified Pvt. Ltd,Ceramics,4.17,0.00,1.81,11.96,No,C
IL&FS Maritime Infrastructure Company Limited,Logistics Solution Provider,-13.26,0.00,0.03,967.75,No,C
Sympoh Marketing Pvt Ltd,Computers Hardware & Equipments,2.88,0.00,1.54,12,No,C
Gopsons Printers Pvt. Ltd.,Print Media,2.72,0.00,1.78,36.32,No,C
Lord Shiva Construction Company Private Limited,Civil Construction,3.61,0.00,2.24,25,No,C
Aishwarya Technologies and Telecom Limited,Telecom - Equipment & Accessories,0.18,0.00,3.50,17.5,No,C
Trans Valves (India) Pvt. Ltd.,LPG/CNG/PNG/LNG Supplier,1.17,0.00,5.09,9.6,No,C
Arundwati Hotels and Resorts Pvt. Ltd.,Hotels & Resorts,1.85,0.00,0.79,24,No,C
M.P. Mining & Energy Limited ,Castings & Forgings,1.48,0.00,1.07,6.75,No,C
Chennai Micro Print Pvt. Ltd,Packaging,1.40,0.00,1.52,12.9,No,C
Murli Krishna Pharma Pvt. Ltd.,Pharmaceuticals,2.05,0.00,-0.88,11.03,No,C
UB. Builders,"Residential, Commercial Projects",4.99,0.00,2.59,10,No,C
KF Biotech (P) Ltd,Household Products,0.78,0.00,2.38,10.95,No,C
Dynasty Traders Pvt. Ltd.,Forest Products,1.40,0.00,1.16,8,No,C
Unique Infra Engineers & Edifices Pvt Ltd,Civil Construction,1.40,0.00,3.07,6,No,C
Sai Surface Coating Technologies,Civil Construction,2.62,0.00,2.01,19.5,No,C
P.R. Fasteners Pvt. Ltd.,Industrial Products,1.27,0.00,2.69,14.59,No,C
Ravitej Projects Pvt. Ltd.,Other Construction Materials,5.00,0.00,10.22,8.5,No,C
Kamalam Handlooms Pvt. Ltd.,Other Textile Products,0.95,0.00,1.32,7.4,No,C
St. Xavier_s Educational Trust,Education,0.70,0.00,4.38,14.21,No,C
Jai Maakali Poultry Farms,Meat Products including Poultry,5.06,0.00,0.32,15.12,No,C
Acuity India Resorts Private Limited,Hotels & Resorts,5.48,0.00,1.03,9.75,No,C
Ansal Buildwell Ltd,"Residential, Commercial Projects",0.51,0.00,3.42,17.5,No,C
V3S Infratech Ltd.,"Residential, Commercial Projects",0.40,0.00,2.57,25,No,C
Nitin Sai Constructions Pvt. Ltd.,Civil Construction,0.83,0.00,1.03,10.5,No,C
Malaxmi Wind Power,Integrated Power Utilities,-1.33,0.00,0.76,23.54,No,C
Navrang Roadlines Pvt Ltd,Logistics Solution Provider,1.51,0.00,2.40,33.5,No,C
Sri Matha Constructions,Civil Construction,2.48,0.00,1.37,10.8,No,C
Sona Infrastructure,Diversified Commercial Services,9.04,0.00,-0.05,22.9,No,C
Sulakshana Circuits Ltd(Earlier spelt as Sulakshna Circuits Ltd),Other Electrical Equipment,1.10,0.00,2.55,11.52,No,C
ARM Infra Projects Pvt. Ltd.,Civil Construction,0.37,0.00,2.64,14,No,C
Sintex BAPL Ltd,Castings & Forgings,33.63,0.00,1.23,1395.55,No,C
Hanuman Foods,Other Agricultural Products,9.31,0.00,1.15,17,No,C
Ezeego One Travels & Tour Ltd.,"Tour, Travel Related Services",-2.18,0.00,1.35,582,No,C
Neycer Jalaa Pvt Ltd,Breweries & Distilleries,-8.09,0.00,-0.35,8.61,No,C
PMR Constructions India Pvt. Ltd.,Civil Construction,1.57,0.00,1.96,27,No,C
Ambience Education Society,Education,-2.43,0.00,-0.03,39.02,No,C
Sri Guru Granth Sahib World University,Education,0.44,0.00,2.61,22,No,C
Harrow Educational Society,Education,0.72,0.00,1.73,6.34,No,C
Jatalia Global Ventures Limited,"Aluminium, Copper & Zinc Products",0.18,0.00,1.34,66,No,C
DCR Distillery Pvt. Ltd.,Breweries & Distilleries,-3.11,0.00,-0.17,18.4,No,C
Doctor Pack India Pvt. Ltd.,Medical Equipment & Supplies,2.31,0.00,2.49,19.33,No,C
Star Feeds,Animal Feed,165.91,0.00,0.24,10.35,No,C
Bhagavati Aerobriks Industries (P) Ltd,Other Construction Materials,4.63,0.00,3.06,10.62,No,C
VCRM Petrochemicals Pvt Ltd,Petrochemicals,1.39,0.00,2.32,11.92,No,C
Tripathi Hospital Private Limited,Hospital,19.59,0.00,0.27,26.12,No,C
Essel Infraprojects Ltd.,Civil Construction,0.33,0.00,0.90,1832.42,No,C
Sadguru Saai Energies Pvt. Ltd.,Civil Construction,0.84,0.00,1.36,7,No,C
Trust Diagnostic and Imaging Center,Healthcare Service Provider,10.09,0.00,4.13,15.25,No,C
BK Agro Product,Other Agricultural Products,1.66,0.00,2.51,5.16,No,C
M Tech Innovations Ltd,Printing & Publication,4.38,0.00,1.50,28.1,No,C
Rewa Agrotech,Food Storage Facilities,6.09,0.00,1.85,9,No,C
Himachal Fibres Ltd,Other Textile Products,0.73,0.00,2.24,22.59,No,C
GMC International,Animal Feed,2.09,0.00,1.03,9.5,No,C
SSP Diamonds Pvt. Ltd.,"Gems, Jewellery And Watches",2.88,0.00,1.31,15,No,C
The Safire Industries,Print Media,0.26,0.00,1.10,6.5,No,C
Shiv Builder Centre,Iron & Steel Products,5.14,0.00,0.74,6.31,No,C
Arun Agriculture,Auto Dealer,2.50,0.00,1.16,7.5,No,C
Arrow Constructions Ltd,Civil Construction,1.01,0.00,2.67,41,No,C
Righill Electrics Pvt. Ltd.,Industrial Products,9.13,0.00,0.07,5,No,C
Navrang Roadlines Pvt Ltd,Logistics Solution Provider,1.16,0.00,2.78,33.5,No,C
Agrawal Woven Polymers,Other Textile Products,2.85,0.00,2.50,13.03,No,C
R P Dhiman,Civil Construction,2.16,0.00,15.99,5.46,No,C
Sooch Educational Welfare Society,Education,1.97,0.00,2.42,11.9,No,C
Sun Fabrics,Other Textile Products,1.17,0.00,2.25,6.23,No,C
Mehta Star Hotels Pvt Ltd,Hotels & Resorts,5.91,0.00,1.66,4.44,No,C
Gajanana Traders,Other Agricultural Products,3.56,0.00,1.25,9.63,No,C
Sri Soma Sai Agencies,Auto Dealer,1.25,0.00,-0.41,9.5,No,C
Star Breeding Farms,Meat Products including Poultry,4.42,0.00,2.45,10.4,No,C
Social Change and Development Trust,Education,1.07,0.00,3.25,48.7,No,C
Scot Innovation Wires and Cables Pvt. Ltd.,Cables - Electricals,1.55,0.00,1.95,20.2,No,C
Optima Homes Pvt Ltd,Real Estate related services,5.42,0.00,1.50,40,No,C
Bharti Research & Breeding Farm,Other Agricultural Products,1.41,0.00,2.63,11.9,No,C
Pargati Feeds,Animal Feed,6.54,0.00,1.67,12.14,No,C
Probhakar Tea Pvt Ltd,Tea & Coffee,9.60,0.00,2.66,5.09,No,C
Loknath Rice Mill,Other Agricultural Products,2.03,0.00,1.18,14.67,No,C
GVR Constructions,Civil Construction,1.00,0.00,5.30,6.1,No,C
Smilax Psyllium Impex Co,Other Agricultural Products,1.60,0.00,1.82,7.45,No,C
Adilakshmi Enterprises,Animal Feed,1.20,0.00,1.27,10,No,C
K N Goyal Ice & Cold Storage (P) Ltd,Diversified Commercial Services,6.56,0.00,1.18,5.27,No,C
Pe Pe Feeds,Meat Products including Poultry,3.38,0.00,1.17,6,No,C
Sankar Sai Consumer Products,Household Products,2.43,0.00,2.50,10,No,C
Combined Automotives,Tractors,0.90,0.00,1.40,10.9,No,C
P. Muralidhar Engineers & Contractors,Civil Construction,0.79,0.00,3.14,7,No,C
Riddhi Siddhi Freezing & Storage,Food Storage Facilities,1.22,0.00,2.91,5.99,No,C
P K Infratech,Civil Construction,2.07,0.00,3.63,6,No,C
Shri Balaji Electricals,Cables - Electricals,7.65,0.00,2.34,3,No,C
Sharma Rice Mills,Other Food Products,3.39,0.00,1.81,13.92,No,C
Jai Bajrangi Rice Mills,Other Agricultural Products,2.09,0.00,2.74,9,No,C
Smriti Apparels Pvt. Ltd.,Garments & Apparels,4.05,0.00,0.34,12.82,No,C
Usha Kiran Constructions,Civil Construction,1.67,0.00,2.76,12,No,C
Chandel Cold Storage Pvt Ltd,Food Storage Facilities,520.82,0.00,1.91,5.09,No,C
Maa Tarini Automobiles,Refineries & Marketing,4.39,0.00,1.17,6.94,No,C
O P Kandoi & Co Pvt Ltd,Civil Construction,0.88,0.00,3.76,15,No,C
Asia Pacific Export,Forest Products,2.91,0.00,1.23,6,No,C
Swarna Academy of Sciences,Education,0.84,0.00,1.93,6.18,No,C
Sri Lakshmi Automobiles Pvt. Ltd.,Auto Dealer,2.20,0.00,0.60,28,No,C
Mallella Infrastructure Pvt Ltd,Civil Construction,1.41,0.00,5.47,10.8,No,C
Ascan Plyboard (India) Pvt. Ltd (erstwhile Prakash Ply Exim Pvt. Ltd.),Plywood Boards/ Laminates,0.77,0.00,1.78,24,No,C
Kalpa Char Products Pvt. Ltd.,Carbon Black,2.49,0.00,6.47,6.91,No,c
Benedetto Kitchens Pvt Ltd,Diversified consumer products,1.25,0.00,-0.20,10.87,No,C
Sri Kukke Subramanyeshwara Traders,Logistics Solution Provider,11.77,0.00,3.18,6.91,No,C
Masuvic Indsup Pvt. Ltd.,Other Construction Materials,1.67,0.00,3.31,13.71,No,C
Sree Bhagyasri Ginning Mill,Other Textile Products,1.72,0.00,2.04,22.84,No,C
S.A. Nashipudi,Diversified consumer products,1.85,0.00,3.51,7.58,No,C
Sukrish Convention Center,Hotels & Resorts,1.56,0.00,2.56,5.75,No,C
Eco Sand,Other Construction Materials,0.96,0.00,9.09,9.61,No,C
Sri Dhanalakshmi Traders,Other Agricultural Products,3.00,0.00,1.14,16.98,No,C
Ramkrishna Agro Products Pvt Ltd,Food Storage Facilities,6.28,0.00,0.55,11.54,No,C
J.K. Powers,Electric Utilities,0.10,0.00,10.00,5.75,No,C
Healthy Merchants Pvt. Ltd.,Trading & Distributors,1.69,0.00,2.71,9.5,No,C
Stan Autos Pvt. Ltd.,Auto Dealer,2.04,0.00,1.50,81.84,No,C
SR Tranzcars Pvt Ltd,Auto Components & Equipments,7.26,0.00,2.91,23.65,No,C
Ambience Education Society,Education,-3.36,0.00,0.82,35.11,No,C
Power Engineering (India) Pvt. Ltd.,Heavy Electrical Equipment,1.24,0.00,-1.51,36,No,C
BAPL Rototech Pvt Ltd,Auto Components & Equipments,0.47,0.00,12.57,21,No,C
Rishi Traders,Other Textile Products,1.98,0.00,1.53,7.24,No,C
M. D. Hygiene Pvt. Ltd.,Household Products,2.82,0.00,1.50,12.98,No,C
Chennai Micro Print Pvt. Ltd,Packaging,0.67,0.00,3.18,12.68,No,C
Sri Chamundeswari Sugars Ltd.,Sugar,5.24,0.00,1.95,21.92,No,C
Baba Bearings Pvt Ltd,Industrial Products,2.36,0.00,2.44,5.99,No,C
HK Cement Industries Private Limited,Cement & Cement Products,5.31,0.00,1.64,111.11,No,C
J S B Entrade Pvt Ltd,Edible Oil,0.75,0.00,2.69,8.56,No,C
Energized Solutions India Pvt Ltd,Other Electrical Equipment,1.54,0.00,4.49,10.52,No,C
BPL Telecom Pvt. Ltd.,Telecom - Cellular & Fixed line services,-5.57,0.00,-20.16,8.8,No,C
Perfect Alloys & Steel Limited.,Auto Components & Equipments,1.23,0.00,2.21,11.75,No,C
St. Xavier_s Educational Trust,Education,0.53,0.00,6.55,14.1,No,C
Nikka Mal Pyare Lal Jain,"Gems, Jewellery And Watches",2.41,0.00,1.11,14,No,C
Gian Sagar Educational And Charitable Trust,Education,0.34,0.00,-1.11,21.8,No,C
Hardayal Milk Products Pvt Ltd,Dairy Products,0.66,0.00,1.29,45,No,C
Autopal Industries Ltd.,Consumer Electronics,4.13,0.00,1.68,14.44,No,C
MP Ceramics World,Ceramics,20.12,0.00,2.75,10,No,C
Ajay Engicone Pvt Ltd,Civil Construction,0.14,0.00,2.63,10.25,No,C
Sri Krishna Modern Rice Mill,Other Food Products,2.34,0.00,1.46,25.9,No,C
DCR Distillery Pvt. Ltd.,Breweries & Distilleries,-1.84,0.00,0.14,40.21,No,C
Lifespan Biotech Pvt. Ltd.,Pharmaceuticals,1.86,0.00,-3.73,35,No,C
Modest Infrastructure Pvt. Ltd.,Ship Building & Allied Services,-1.29,0.00,-0.13,250,No,C
Prakasha Motors,Auto Dealer,2.49,0.00,0.74,15.5,No,C
Zaveri Exports (P) Ltd.,"Gems, Jewellery And Watches",3.59,0.00,0.23,15.5,No,C
Ashika Commercial Pvt. Ltd.,Industrial Products,6.31,0.00,1.56,24.87,No,C
V.P.K. Agro Food Product Pvt. Ltd.,Other Agricultural Products,9.78,0.00,8.14,25,No,C
Brijlaxmi Paper Products Pvt. Ltd.,Paper & Paper Products,-2.08,0.00,-2.18,24.3,No,C
Ranar Agrochem Ltd (Formely known as Prathyusha Chemicals & Fertilisers Ltd),Fertilizers,11.49,0.00,1.55,43.83,No,C
Suich Industries Pvt. Ltd.,Auto Components & Equipments,0.99,0.00,2.69,20.31,No,C
Ansal Properties & Infrastructure Ltd,"Residential, Commercial Projects",1.97,0.00,0.58,200,No,C
Keshar Safety Glass,Glass - Consumer,23.95,0.00,1.88,4.94,No,C
Balaji Education & Charitable Trust,Education,1.71,0.00,1.92,15,No,C
Bhairavnath Hitech Agro Pvt. Ltd.,Other Agricultural Products,5.69,0.00,1.88,10.72,No,C
JR Granites Pvt. Ltd.,Granites & Marbles,3.56,0.00,3.09,15,No,C
Shrenik Ltd. (erstwhile Shrenik Tradelinks Pvt. Ltd.),Paper & Paper Products,2.34,0.00,3.07,165,No,C
SR Tranzcars Pvt Ltd,Auto Components & Equipments,7.26,0.00,2.91,23.65,No,C
Sri Venkateshwara Rice Tech,Other Agricultural Products,9.92,0.00,1.47,13.2,No,C
Astec Valves and Fittings Pvt. Ltd.,Industrial Products,0.47,0.00,5.81,8.02,No,C
Rewa Agrotech,Food Storage Facilities,6.79,0.00,1.87,9.45,No,C
Amar Cold Storage,Food Storage Facilities,0.62,0.00,4.41,8.33,No,C
BK Agro Product,Other Agricultural Products,0.90,0.00,1.24,5.16,No,C
Trans Asia Hotels (P) Ltd.,Hotels & Resorts,2.71,0.00,-0.10,7.7,No,C
PCIL Ham Padoli Rajura Pvt. Ltd.,Civil Construction,0.24,0.00,2.31,42.28,No,C
PCIL Ham Ashtavinayak Theur Pvt. Ltd.,Civil Construction,-0.69,0.00,-11.00,25.76,No,C
Righill Electrics Pvt. Ltd.,Industrial Products,-6.22,0.00,-1.22,5,No,C
Pytex Jewellers Pvt Ltd,"Gems, Jewellery And Watches",4.79,0.00,1.15,10,No,C
Jugnu Foods Pvt. Ltd.,Packaged Foods,2.26,0.00,2.62,12.14,No,C
Marisa International,Stationary,5.61,0.00,3.14,13.5,No,C
Sanjay Industrial Steels (Bhopal) Private Limited,Iron & Steel Products,2.79,0.00,0.49,10,No,C
Gokul Sugar Industries Ltd.,Sugar,7.42,0.00,-0.60,105,No,C
Globus Housing Pvt. Ltd.,"Residential, Commercial Projects",16.47,0.00,-6.92,9.76,No,C
Krishna Stone Industries Pvt. Ltd,Other Construction Materials,1.84,0.00,1.54,20.04,No,C
Behari Colds Pvt. Ltd.,Food Storage Facilities,4.95,0.00,1.23,13.16,No,C
S K Industries ,Other Agricultural Products,1.44,0.00,1.29,6.6,No,C
H Jayesh Exports,"Gems, Jewellery And Watches",2.36,0.00,2.32,15,No,C
Gyan Cirkitronics Pvt. Ltd,Other Electrical Equipment,4.03,0.00,1.67,5.5,No,C
Gracious Coffee Pvt. Ltd.,Other Food Products,11.99,0.00,9.89,9,No,C
PMR Constructions India Pvt. Ltd.,Civil Construction,1.91,0.00,2.46,27,No,C
Vikalp Construction Co,Trading & Distributors,2.09,0.00,2.19,6,No,C
Shree Jagdamba Flour Mills Pvt. Ltd,Other Agricultural Products,1.94,0.00,4.82,9,No,C
Shri Annapurna Rice Mills,Other Food Products,5.07,0.00,1.26,7.75,No,C
Asharfi Gramodyog Sansthan Chharra (Allgarh),Other Consumer Services,0.38,0.00,8.65,1,No,C
Shyam Gramodhyog Sansthan Nagla Badshah Chharra (Aligarh),Other Consumer Services,0.03,0.00,466.59,1,No,C
Jan Hitkari Seva Samiti Ram Nagar (Aligarh),Other Consumer Services,0.05,0.00,337.73,1,No,C
Jugendra Singh & Co,Civil Construction,1.23,0.00,1.28,12,No,C
Shree Balaji Sugar Sales,Other Food Products,5.86,0.00,1.69,12,No,C
Hinduja International Pvt Ltd,Trading & Distributors,2.93,0.00,2.68,8,No,C
Vinod Kumar Piyush Kumar,Other Agricultural Products,25.66,0.00,-1.08,20,No,C
Blue Park Seafoods Pvt. Ltd.,Other Agricultural Products,2.39,0.00,1.37,93,No,C
Navjeevan Hatcheries Pvt Ltd,Meat Products including Poultry,-2.58,0.00,-1.32,13.54,No,C
Janvi Gems,"Gems, Jewellery And Watches",1.26,0.00,2.41,9.42,No,C
Tristar Tradelinks Pvt. Ltd.,Distributors,4.77,0.00,1.22,19.85,No,C
Cotfab India,Garments & Apparels,2.84,0.00,1.64,9.12,No,C
Vijay Vishnu Rice Mills,Other Agricultural Products,4.26,0.00,1.22,13,No,C
Mahadeo Dall Mill,Other Food Products,2.97,0.00,1.35,8.9,No,C
North American Mercantile (I) Pvt. Ltd.,Household Appliances,1.84,0.00,7.46,5.75,No,C
Macro Infra Contractors Pvt Ltd,Civil Construction,0.60,0.00,4.83,25,No,C
FS Housing Pvt Ltd (Erstwhile Shree Shyam Kripa Landmart Pvt. Ltd.),"Residential, Commercial Projects",20.63,0.00,-44.43,100,No,C
G Chimanlal & Co,Iron & Steel Products,6.75,0.00,0.29,11,No,C
SVK Godowns,Diversified Commercial Services,0.78,0.00,4.02,5.19,No,C
Shree Sawariya Foods Pvt Ltd,Other Agricultural Products,11.13,0.00,0.98,11.27,No,C
Jaldhara Ginning Factory,Other Textile Products,1.26,0.00,1.98,6.95,No,C
Samruddha Food Products Private Limited,Dairy Products,1.29,0.00,-2.09,11.36,No,C
Amman Industries,Forest Products,18.58,0.00,-0.01,11.85,No,C
Kushal Impex,Edible Oil,1.70,0.00,17.79,12,No,C
Mittal Enterprises ,Other Utilities,0.21,0.00,1.70,15,No,C
Shri Ram Panels,Real Estate related services,2.83,0.00,1.29,15,No,C
Angrish Alloys & Steel Pvt. Ltd,Castings & Forgings,2.68,0.00,1.37,10,No,C
Nippy Jewellers,"Gems, Jewellery And Watches",3.88,0.00,1.85,4.9,No,C
Cheema Printpac Limited,Other Utilities,0.62,0.00,2.18,6.31,No,C
Ispat Sangrah,Iron & Steel Products,5.03,0.00,1.57,19.5,No,C
Vivek Steelco Pvt. Ltd.,Iron & Steel Products,4.87,0.00,2.55,25.81,No,C
Omicron Power Engineers Pvt Ltd,Civil Construction,0.97,0.00,1.31,18.9,No,C
Gomtesh Ginning and Pressing Pvt. Ltd.,Other Textile Products,2.58,0.00,0.66,14,No,C
Unique Autosales Pvt. Ltd.,Auto Dealer,3.81,0.00,-1.72,12,No,C
